0.0001,-0.3491142706958572,0
0.0002,-0.2443490564547565,0
0.0003,-0.1484023033771715,0
0.0004,-0.0683619716904938,0
0.0005,-0.0100658582805198,0
0.0006,0.0223904320762949,0
0.0007,0.0270459981758978,0
0.0008,0.0042151979564212,0
0.0009,-0.04348766518527,0
0.001,-0.1113326433055291,0
0.0011,-0.1928593941924355,0
0.0012,-0.2803766672444,0
0.0013,-0.3655835616024604,0
0.0014,-0.4402165319385295,0
0.0015,-0.496706603520789,0
0.0016,-0.5287258766442159,0
0.0017,-0.5316868655914531,0
0.0018,-0.5030703620809619,0
0.0019,-0.4426093717599342,0
0.002,-0.352333735030611,0
0.0021,-0.2363575190931583,0
0.0022,-0.1006391179898083,0
0.0023,0.0475161727589063,0
0.0024,0.1999403334313075,0
0.0025,0.3481994290380129,0
0.0026,0.4841693518289847,0
0.0027,0.6005945348476263,0
0.0028,0.69160445337175,0
0.0029,0.7530276862483515,0
0.003,0.7826985262725263,0
0.0031,0.780498874034867,0
0.0032,0.7482778003031921,0
0.0033,0.6896851446747913,0
0.0034,0.6097867815965762,0
0.0035,0.5146510274183317,0
0.0036,0.4109005886311662,0
0.0037,0.3051769003297085,0
0.0038,0.2037249102834297,0
0.0039,0.1120144080828768,0
0.004,0.0344206564995905,0
0.0041,-0.0259357174256063,0
0.0042,-0.0672638431165367,0
0.0043,-0.0890978624458554,0
0.0044,-0.0921675187017616,0
0.0045,-0.0782080129046841,0
0.0046,-0.0497811310766884,0
0.0047,-0.0100105670435887,0
0.0048,0.0376155442457175,0
0.0049,0.0894570682382799,0
0.005,0.1418913822559814,0
0.0051,0.1915139172585089,0
0.0052,0.2352324178585756,0
0.0053,0.2704687157377403,0
0.0054,0.295219422422151,0
0.0055,0.3081950410644052,0
0.0056,0.3088864480452747,0
0.0057,0.2975930372058417,0
0.0058,0.2754336356423201,0
0.0059,0.2442846610077383,0
0.006,0.2066703759134311,0
0.0061,0.1655566888454163,0
0.0062,0.1241669707955535,0
0.0063,0.0856872810610221,0
0.0064,0.0530404698361487,0
0.0065,0.0286174728111047,0
0.0066,0.0141398664398995,0
0.0067,0.0104945602645361,0
0.0068,0.0177007700180413,0
0.0069,0.0349682980432399,0
0.007,0.0607999345007773,0
0.0071,0.0931789967835013,0
0.0072,0.1297805119919273,0
0.0073,0.1681914829614866,0
0.0074,0.2061416177034795,0
0.0075,0.2416395256177163,0
0.0076,0.2731867876341656,0
0.0077,0.299792907991919,0
0.0078,0.3210633875929207,0
0.0079,0.3371487703031761,0
0.008,0.3486737495302909,0
0.0081,0.3566266161260912,0
0.0082,0.3622255569811844,0
0.0083,0.3667404876364493,0
0.0084,0.3713476219978598,0
0.0085,0.3770013872164837,0
0.0086,0.3842989054904043,0
0.0087,0.3934109764930051,0
0.0088,0.4040565018274809,0
0.0089,0.4155072105473448,0
0.009,0.4266726144869656,0
0.0091,0.4362309727345895,0
0.0092,0.4427570999497937,0
0.0093,0.4449279534505543,0
0.0094,0.4416279129604384,0
0.0095,0.4321316152883568,0
0.0096,0.4161762622951547,0
0.0097,0.3940594342486038,0
0.0098,0.3666327833097789,0
0.0099,0.3352724082073737,0
0.01,0.3017819769685809,0
0.0101,0.2682742782109432,0
0.0102,0.237011009822485,0
0.0103,0.2102287818058172,0
0.0104,0.1900033028848275,0
0.0105,0.1780022837173288,0
0.0106,0.1754196131099156,0
0.0107,0.1827838074507516,0
0.0108,0.1999499466884276,0
0.0109,0.2260444310557335,0
0.011,0.2594942012790106,0
0.0111,0.2981206934454454,0
0.0112,0.3392215637257549,0
0.0113,0.3798082276316658,0
0.0114,0.4168132324123308,0
0.0115,0.4473397284034933,0
0.0116,0.4688941320318775,0
0.0117,0.4795706175177417,0
0.0118,0.4781481844683882,0
0.0119,0.4641742292867647,0
0.012,0.4379433318052066,0
0.0121,0.400444322571257,0
0.0122,0.3532176009617155,0
0.0123,0.2982031437401589,0
0.0124,0.2375432774922868,0
0.0125,0.1733902386079644,0
0.0126,0.1077812642460017,0
0.0127,0.0425200205249807,0
0.0128,-0.0208533075460341,0
0.0129,-0.0810373652690156,0
0.013,-0.1369413851476111,0
0.0131,-0.187626674896213,0
0.0132,-0.2322837986985993,0
0.0133,-0.2701999749191748,0
0.0134,-0.3008109487904141,0
0.0135,-0.3236701489474616,0
0.0136,-0.3385539117103127,0
0.0137,-0.3454782720738892,0
0.0138,-0.3448063360376446,0
0.0139,-0.3372533523878331,0
0.014,-0.323926130919733,0
0.0141,-0.3062360162103484,0
0.0142,-0.2858337562204833,0
0.0143,-0.2644913740364071,0
0.0144,-0.2439420165564192,0
0.0145,-0.225785793552123,0
0.0146,-0.211348544490824,0
0.0147,-0.201593847779783,0
0.0148,-0.1970921773613266,0
0.0149,-0.1980113727105343,0
0.015,-0.2041169355618571,0
